,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
1466,300562,乐心医疗,0.0688,0.0641,0.7011,0.1813,18.285
1467,603196,日播时尚,0.0687,,1.5133,,
1468,603926,铁流股份,0.0686,,0.4321,,
1469,2745,木林森,0.0686,0.0116,0.9257,0.0196,2.0845
1470,600429,三元股份,0.0686,0.0196,1.1395,0.0737,10.274
1471,2840,华统股份,0.0685,0.0823,3.2565,0.196,25.2216
1472,922,*ST佳电,0.0684,0.0126,,0.0276,2.8854
1473,2627,宜昌交运,0.0681,0.0252,2.1947,0.0508,6.3406
1474,603008,喜临门,0.0681,0.0161,0.8571,0.0271,2.9244
1475,2395,双象股份,0.0681,0.0284,1.2149,0.1186,12.1168
1476,516,国际医学,0.0677,0.0253,1.0175,0.0705,7.7733
1477,2155,湖南黄金,0.0677,0.0357,4.6659,0.0868,13.7624
1478,600981,汇鸿集团,0.0677,0.0296,2.0746,0.041,4.4832
1479,2393,力生制药,0.0677,0.0091,0.447,0.071,8.4502
1480,300100,双林股份,0.0677,0.021,0.5729,0.0412,4.8066
1481,2241,歌尔股份,0.0676,0.0218,0.9561,0.0422,5.772
1482,603768,常青股份,0.0675,0.0347,0.5827,0.0737,7.6937
1483,2763,汇洁股份,0.0673,0.0344,0.5325,0.1791,20.6133
1484,600597,光明乳业,0.0672,0.0455,2.1468,0.0721,10.4009
1485,603159,上海亚虹,0.067,0.0429,0.7142,0.1303,13.5502
1486,603569,长久物流,0.0669,0.0524,0.7517,0.1004,10.0785
1487,600310,桂东电力,0.0666,0.0136,1.1501,0.0187,5.3458
1488,2481,双塔食品,0.0665,0.0124,0.9082,0.0295,2.9793
1489,90,天健集团,0.0664,0.0099,0.9074,0.0157,1.9837
1490,603003,龙宇燃油,0.0664,0.1515,41.2764,0.2032,20.3656
1491,600735,新华锦,0.0664,0.0433,1.1539,0.1779,18.5626
1492,2139,拓邦股份,0.0662,0.0199,0.933,0.0663,6.7197
1493,600965,福成股份,0.0661,0.0206,0.5289,0.0864,8.69
1494,425,徐工机械,0.066,0.0123,4.0829,0.023,2.897
1495,300577,开润股份,0.066,0.049,0.7292,0.0981,10.2311
1496,600386,北巴传媒,0.0659,0.029,1.9065,0.0622,11.8752
1497,2402,和而泰,0.0656,0.0273,0.6658,0.0906,9.0707
1498,2661,克明面业,0.0656,0.0261,1.0064,0.173,20.1299
1499,659,珠海中富,0.0654,0.0173,,0.0252,3.4961
1500,659,珠海中富,0.0654,0.0173,,0.0252,3.4961
1501,300145,中金环境,0.0654,0.011,0.4392,0.028,3.8205
1502,600479,千金药业,0.0653,0.0289,2.3032,0.0891,10.0871
1503,2716,金贵银业,0.0652,0.0339,2.912,0.0495,8.2955
1504,600387,海越能源,0.0652,0.0334,,0.0408,8.6693
1505,600618,氯碱化工,0.0651,0.0414,17.7014,0.0779,9.7431
1506,2485,希努尔,0.0649,0.0092,0.8355,0.0463,5.0831
1507,300578,会畅通讯,0.0649,0.0409,0.5004,0.1905,21.7011
1508,300078,思创医惠,0.0648,0.0121,0.4411,0.0292,5.3727
1509,300731,科创新源,0.0648,0.0279,0.2249,0.239,33.1643
1510,2852,道道全,0.0648,0.0743,0.602,0.1684,20.7938
1511,737,*ST南风,0.0647,0.0236,,0.0239,2.6032
1512,600389,江山股份,0.0646,0.0672,49.7391,0.115,12.4733
1513,603366,日出东方,0.0644,0.0137,0.508,0.0515,5.4357
1514,300538,同益股份,0.0643,0.079,1.5657,0.2003,20.0324
1515,601515,东风股份,0.0642,0.0156,0.2331,0.0569,5.7541
1516,600338,西藏珠峰,0.0642,0.0294,0.1597,0.0728,7.3317
1517,600511,国药股份,0.0641,0.0633,1.4146,0.1462,15.4376
1518,603999,读者传媒,0.064,0.0093,0.5735,0.0657,12.6078
1519,2676,顺威股份,0.0635,0.023,1.5815,0.0569,6.3168
1520,2675,东诚药业,0.0632,0.0106,0.3629,0.0519,5.5778
1521,603888,新华网,0.0632,0.0185,0.3292,0.05,13.39
1522,600138,中青旅,0.0627,0.0297,0.6647,0.0769,8.0595
1523,2406,远东传动,0.0626,0.0119,0.4817,0.0865,9.0499
1524,601801,皖新传媒,0.0625,0.0236,0.4317,0.0745,7.6786
1525,2443,金洲管道,0.0624,0.0244,1.4608,0.0859,9.3711
1526,300453,三鑫医疗,0.0624,0.0158,0.4961,0.1413,15.1148
1527,2588,史丹利,0.0623,0.0304,0.4945,0.09,10.1218
1528,902,新洋丰,0.0623,0.0455,0.6476,0.191,20.1339
1529,600527,江南高纤,0.0621,0.0182,4.2386,0.563,82.4456
1530,300439,美康生物,0.062,0.0121,0.2811,0.0423,5.5633
1531,959,首钢股份,0.0619,0.0092,34.3895,0.0123,2.1378
1532,2251,步步高,0.0618,0.038,2.8072,0.0625,6.9287
1533,300474,景嘉微,0.0616,0.0089,0.1497,0.1247,18.2858
1534,2841,视源股份,0.0616,0.0929,0.6455,0.1617,16.8345
1535,603886,元祖股份,0.0616,0.0359,,0.0539,5.5676
1536,603520,司太立,0.0614,0.0121,0.4565,0.0216,3.8029
1537,300543,朗科智能,0.0614,0.0445,0.6981,0.0924,9.3425
1538,60,中金岭南,0.0612,0.0223,7.3732,0.0441,6.1173
1539,601116,三江购物,0.0607,0.0493,2.6063,0.1179,11.8219
1540,2134,天津普林,0.0607,0.016,,0.0601,6.716
1541,300418,昆仑万维,0.0607,0.0134,0.2955,0.0271,3.6981
1542,983,西山煤电,0.0605,0.0095,3.6252,0.0147,2.4286
1543,603139,康惠制药,0.06,0.0149,0.4168,0.0768,7.8612
1544,2120,韵达股份,0.0598,0.0326,0.6666,0.0647,7.1993
1545,600833,第一医药,0.0597,0.0414,1.9878,0.1164,15.5389
1546,300531,优博讯,0.0596,0.023,0.3278,0.1162,13.6671
1547,2228,合兴包装,0.0595,0.0297,1.621,0.0599,7.3685
1548,2613,北玻股份,0.0595,0.0131,3.4438,0.0816,8.7684
1549,2536,西泵股份,0.0586,0.0204,1.0597,0.0599,7.5802
1550,300088,长信科技,0.0585,0.0303,1.2659,0.0853,9.7201
1551,960,锡业股份,0.0584,0.0355,20.5428,0.0524,6.9296
1552,2450,康得新,0.0583,0.0133,0.292,0.027,3.2041
1553,672,上峰水泥,0.0583,0.0124,4.2877,0.0209,2.4006
1554,600636,三爱富,0.0581,0.0283,1.7685,0.0978,10.3095
1555,603320,迪贝电气,0.058,,0.6417,,
1556,2618,丹邦科技,0.0577,0.0026,0.6376,0.0087,1.2816
1557,932,华菱钢铁,0.0576,0.0176,,0.0203,2.2327
1558,581,威孚高科,0.0575,0.0116,0.1986,0.0476,5.5847
1559,300661,圣邦股份,0.0575,,0.3928,,
1560,782,美达股份,0.0574,0.0297,,0.0719,10.7763
1561,600523,贵航股份,0.0573,0.0241,1.1034,0.0592,6.5927
1562,30,富奥股份,0.0573,0.0187,0.4216,0.0529,7.4861
1563,600356,恒丰纸业,0.0571,0.0139,0.9666,0.0546,5.5481
1564,300227,光韵达,0.057,0.0098,,0.0244,3.1554
1565,898,鞍钢股份,0.0566,0.0165,4.8451,0.0333,3.5184
1566,2378,章源钨业,0.0564,0.0092,,0.0218,2.3728
1567,603777,来伊份,0.0564,0.0551,1.388,0.1612,16.2212
1568,603098,森特股份,0.0562,0.0225,0.416,0.0543,5.9783
1569,601388,怡球资源,0.0562,0.021,,0.0493,5.6984
1570,603528,多伦科技,0.0561,0.0129,0.1386,0.0391,4.0318
1571,300610,晨化股份,0.056,0.0348,0.5454,0.1955,24.1296
1572,603730,岱美股份,0.0558,,0.3397,,
1573,819,岳阳兴长,0.0558,0.0442,2.9807,0.3454,38.5933
1574,603198,迎驾贡酒,0.0557,0.0163,0.2547,0.0714,7.5804
1575,2042,华孚时尚,0.0557,0.0256,0.7643,0.0449,5.0047
1576,600619,海立股份,0.0555,0.0187,3.7171,0.032,4.144
1577,600839,四川长虹,0.0548,0.032,2.3471,0.0476,4.9203
1578,2638,勤上股份,0.0546,0.0073,0.5928,0.0236,4.7007
1579,822,山东海化,0.0545,0.0209,2.7686,0.0609,7.172
1580,603728,鸣志电器,0.0545,,0.5984,,
1581,300094,国联水产,0.0544,0.0211,6.1744,0.0652,7.0022
1582,2168,深圳惠程,0.0542,0.0042,,0.0245,2.4714
1583,600740,山西焦化,0.0541,0.0071,,0.0092,1.2958
1584,600418,江淮汽车,0.054,0.0315,2.3844,0.0408,4.4742
1585,2470,金正大,0.054,0.0373,0.7254,0.0999,10.762
1586,600775,南京熊猫,0.0539,0.016,1.0641,0.049,4.9835
1587,600373,中文传媒,0.0539,0.0175,0.4998,0.0398,5.075
1588,2748,世龙实业,0.0539,0.0232,0.7097,0.1889,22.0754
1589,603955,大千生态,0.0538,0.0107,0.4511,0.0263,2.6291
1590,603799,华友钴业,0.0538,0.0118,,0.0156,1.6894
1591,2578,闽发铝业,0.0538,0.0198,3.7888,0.0962,11.7536
1592,2101,广东鸿图,0.0538,0.02,1.0749,0.0569,7.6555
1593,2102,冠福股份,0.0537,0.0059,0.3517,0.0157,3.3395
1594,300257,开山股份,0.0535,0.0085,0.8556,0.0337,4.2252
1595,603066,音飞储存,0.0533,0.0126,0.3641,0.067,7.2749
1596,600596,新安股份,0.0527,0.0232,,0.0515,5.7068
1597,600789,鲁抗医药,0.0527,0.0162,4.5919,0.0315,4.1769
1598,600558,大西洋,0.0525,0.0159,1.2002,0.0664,7.4025
1599,951,中国重汽,0.0524,0.0277,2.4448,0.039,4.0072
1600,300729,乐歌股份,0.0522,0.0201,0.3439,0.0468,6.1697
1601,2628,成都路桥,0.0522,0.0091,3.5928,0.0172,1.9608
1602,600655,豫园股份,0.0521,0.0222,3.7435,0.0431,8.5802
1603,603903,中持股份,0.0521,0.0119,0.4225,0.0291,3.8047
1604,2491,通鼎互联,0.0516,0.0166,0.3901,0.0288,3.1034
1605,2274,华昌化工,0.0514,0.0157,8.0337,0.0284,3.3517
1606,601225,陕西煤业,0.0514,0.0073,1.1679,0.0136,2.2844
1607,2408,齐翔腾达,0.0514,0.0143,0.8298,0.0485,5.3319
1608,2782,可立克,0.0513,0.0215,0.563,0.1149,11.8154
1609,2300,太阳电缆,0.0513,0.0248,1.0764,0.0428,4.5792
1610,603223,恒通股份,0.0513,0.0492,1.3224,0.1655,18.0195
1611,600079,人福医药,0.0512,0.0112,0.5335,0.0181,2.4614
1612,600152,维科技术,0.0512,0.0107,,0.0205,2.5904
1613,300749,顶固集创,0.0512,0.0209,6.2442,0.0348,3.8928
1614,600768,宁波富邦,0.0511,0.027,,0.0285,2.8854
1615,600774,汉商集团,0.0511,0.0147,6.8552,0.0252,2.8604
1616,601000,唐山港,0.051,0.0086,0.2111,0.0281,3.5432
1617,601933,永辉超市,0.0509,0.0621,1.8789,0.161,16.3919
1618,603303,得邦照明,0.0509,0.0348,0.6082,0.0734,7.3488
1619,2074,国轩高科,0.0509,0.0144,0.2286,0.0243,3.5489
1620,300461,田中精机,0.0506,0.0081,0.7388,0.0727,7.827
1621,600676,交运股份,0.0505,0.0274,1.1397,0.0649,10.6729
1622,600782,新钢股份,0.0505,0.0236,5.8819,0.0349,4.0107
1623,876,新希望,0.0502,0.038,0.7613,0.1158,11.9394
1624,2684,猛狮科技,0.0502,0.0064,1.7029,0.01,1.3363
1625,2288,超华科技,0.0501,0.0082,6.8695,0.0258,2.6479
1626,2145,中核钛白,0.0497,0.0093,4.3831,0.0187,2.2185
1627,426,兴业矿业,0.0496,0.0026,0.5058,0.0068,1.243
1628,600308,华泰股份,0.0496,0.015,3.5156,0.0255,3.4389
1629,603611,诺力股份,0.0496,0.0229,0.4923,0.0698,7.4823
1630,63,中兴通讯,0.0493,0.0181,1.0761,0.0274,3.1067
1631,300022,吉峰科技,0.0491,0.0283,1.3203,0.0346,3.4671
1632,300399,京天利,0.0491,0.0146,0.3421,0.1888,18.8827
1633,2136,安纳达,0.0486,0.0198,3.4672,0.0395,4.012
1634,300351,永贵电器,0.0486,0.0063,0.2785,0.022,2.2273
1635,603180,金牌厨柜,0.0485,0.0283,1.0147,0.0383,4.5358
1636,600701,*ST工新,0.0484,0.0073,6.0039,0.0115,1.7255
1637,2182,云海金属,0.0483,0.0266,1.2291,0.0468,4.9518
1638,755,*ST三维,0.0482,0.0179,,0.0218,2.3627
1639,950,重药控股,0.0482,0.0109,,0.0143,3.6642
1640,821,京山轻机,0.0481,0.0095,0.8148,0.0253,3.129
1641,300571,平治信息,0.0481,0.0381,0.307,0.1229,15.0526
1642,600739,辽宁成大,0.0479,0.0054,0.248,0.0127,1.3195
1643,338,潍柴动力,0.0479,0.0161,1.2636,0.0241,4.2773
1644,600809,山西汾酒,0.0478,0.0164,0.3082,0.0462,4.6238
1645,600567,山鹰纸业,0.0477,0.0134,1.6947,0.0199,2.4957
1646,603806,福斯特,0.0476,0.018,0.2084,0.1373,14.1049
1647,603028,赛福天,0.0473,0.012,0.5276,0.0395,4.6577
1648,600160,巨化股份,0.0471,0.0247,4.4233,0.1029,11.2537
1649,600231,凌钢股份,0.047,0.0193,,0.0291,3.5501
1650,600422,昆药集团,0.047,0.0235,0.4705,0.0741,10.3539
1651,2025,航天电器,0.0468,0.0144,0.3566,0.0454,5.3572
1652,601965,中国汽研,0.0468,0.0075,0.3032,0.0636,9.9852
1653,2262,恩华药业,0.0467,0.0257,0.4184,0.0913,9.5527
1654,553,沙隆达A,0.0465,0.0153,2.7796,0.0496,9.2376
1655,2917,金奥博,0.0464,0.0188,0.4351,0.0403,4.0933
1656,603997,继峰股份,0.0462,0.017,0.2496,0.1097,10.9688
1657,856,冀东装备,0.0461,0.0126,0.4205,0.0159,1.7253
1658,2239,奥特佳,0.0461,0.016,0.6337,0.0368,4.5651
1659,600307,酒钢宏兴,0.0461,0.0224,3.8602,0.0298,3.3422
1660,2092,中泰化学,0.0461,0.011,1.2558,0.0158,2.608
1661,65,北方国际,0.046,0.0122,0.931,0.0167,1.7544
1662,603939,益丰药房,0.046,0.0304,0.7107,0.0719,7.4962
1663,603936,博敏电子,0.046,0.0156,1.0767,0.0314,3.4908
1664,300375,鹏翎股份,0.0457,0.0164,0.3758,0.0873,14.1157
1665,985,大庆华科,0.0457,0.0309,1.9938,0.148,23.9781
1666,600250,南纺股份,0.0456,0.0121,,0.0144,1.4938
1667,524,岭南控股,0.0454,0.0078,0.2939,0.0307,9.0637
1668,300681,英搏尔,0.0453,,0.3233,,
1669,603808,歌力思,0.0452,0.0079,0.3237,0.0274,2.934
1670,2175,东方网络,0.045,0.0039,0.4409,0.0086,1.3579
1671,600081,东风科技,0.045,0.0262,0.9519,0.0412,4.2278
1672,2533,金杯电工,0.0449,0.0195,0.7972,0.0798,8.6296
1673,2172,澳洋健康,0.0449,0.0258,1.061,0.0369,3.8312
1674,2298,中电兴发,0.0447,0.006,0.3782,0.0165,1.9976
1675,600329,中新药业,0.0447,0.0232,0.5791,0.0713,7.6398
1676,600742,一汽富维,0.0444,0.0333,1.246,0.0841,9.6424
1677,2086,东方海洋,0.0443,0.0043,0.3079,0.0176,2.5717
1678,2726,龙大肉食,0.0441,0.0536,0.8377,0.357,37.8998
1679,300478,杭州高新,0.0441,0.0187,0.8181,0.0752,7.5229
1680,600096,云天化,0.044,0.0105,,0.0118,1.391
1681,300320,海达股份,0.0439,0.0161,0.4164,0.0652,6.6879
1682,603086,先达股份,0.0439,0.0262,0.4367,0.1236,13.8775
1683,300063,天龙集团,0.0436,0.0273,1.5387,0.0675,7.2615
1684,601808,中海油服,0.0436,0.0038,,0.0071,1.5765
1685,300341,麦迪电气,0.0436,0.0134,0.3644,0.0969,10.5034
1686,759,中百集团,0.0436,0.0437,,0.069,7.8742
1687,300148,天舟文化,0.0432,0.0047,0.1414,0.0753,7.5677
1688,300401,花园生物,0.0432,0.008,0.437,0.0504,5.1732
1689,300421,力星股份,0.0431,0.0147,0.3916,0.0757,9.4719
1690,600499,科达洁能,0.0431,0.0116,0.3628,0.0243,2.73
1691,300413,芒果超媒,0.043,0.0329,2.756,0.1208,12.0755
1692,603345,安井食品,0.043,0.0298,0.6095,0.0539,5.6522
1693,300321,同大股份,0.0429,0.0141,0.6462,0.0928,11.609
1694,2590,万安科技,0.0427,0.0146,0.7131,0.0349,3.9599
1695,811,冰轮环境,0.0426,0.0122,0.3158,0.0238,3.1918
1696,501,鄂武商A,0.0425,0.0209,0.7084,0.0306,3.6493
1697,1696,宗申动力,0.0423,0.0154,0.4728,0.0409,6.4259
1698,756,新华制药,0.0419,0.0191,1.5941,0.0351,4.5797
1699,2249,大洋电机,0.0416,0.0096,0.5852,0.0278,3.0789
1700,2381,双箭股份,0.0416,0.0086,0.5227,0.0302,3.0578
1701,2291,星期六,0.0415,0.0097,1.426,0.0246,2.4578
1702,560,我爱我家,0.0415,0.0073,1.0982,0.0187,2.7366
1703,2436,兴森科技,0.0414,0.0148,0.7094,0.036,4.42
1704,2330,得利斯,0.0413,0.02,2.1781,0.09,8.9982
1705,300151,昌红科技,0.0413,0.0115,0.5609,0.0749,10.2664
1706,600500,中化国际,0.0411,0.018,2.0968,0.0321,5.1486
1707,2326,永太科技,0.0411,0.0099,0.3467,0.0204,2.1901
1708,733,振华科技,0.0408,0.0156,0.9476,0.0329,3.84
1709,2630,华西能源,0.0407,0.0067,0.5943,0.0096,1.1612
1710,300187,永清环保,0.0403,0.0093,0.4281,0.0187,2.3083
1711,603596,伯特利,0.0399,0.0195,0.3008,0.0356,3.9454
1712,2624,完美世界,0.0397,0.007,0.2383,0.0195,2.3853
1713,39,中集集团,0.0397,0.0081,,0.0116,1.9428
1714,100,TCL集团,0.0393,0.0147,2.4129,0.0217,3.2098
1715,600997,开滦股份,0.0393,0.0089,2.4082,0.0147,2.2923
1716,2878,元隆雅图,0.0391,,0.4605,,
1717,2293,罗莱生活,0.0389,0.0147,0.3297,0.0592,6.0451
1718,599,青岛双星,0.0386,0.0139,1.6771,0.0228,2.685
1719,300584,海辰药业,0.0386,0.0141,0.2196,0.0587,6.6789
1720,600098,广州发展,0.0384,0.0113,0.5914,0.0229,3.4195
1721,2567,唐人神,0.0384,0.0445,1.802,0.1472,15.0927
1722,2454,松芝股份,0.0381,0.0128,0.4486,0.035,3.8079
1723,600108,亚盛集团,0.0381,0.0051,1.0126,0.0136,2.7159
1724,2311,海大集团,0.0379,0.0434,1.0943,0.0898,9.1696
1725,300347,泰格医药,0.0378,0.01,0.2482,0.038,4.5703
1726,2400,省广集团,0.0375,0.0197,0.5812,0.03,3.9785
1727,600327,大东方,0.0373,0.0355,1.0426,0.0708,8.0929
1728,600135,乐凯胶片,0.0372,0.0131,0.8114,0.0811,8.2591
1729,2012,凯恩股份,0.037,0.0092,,0.0349,3.6397
1730,630,铜陵有色,0.0369,0.0372,14.7958,0.0576,7.0293
1731,2130,沃尔核材,0.0368,0.0069,0.5218,0.0115,1.7877
1732,300698,万马科技,0.0367,0.0192,0.2905,0.0328,3.2788
1733,601811,新华文轩,0.0367,0.0096,0.2954,0.0294,3.0511
1734,2269,美邦服饰,0.0366,0.0177,,0.034,4.6361
1735,300392,腾信股份,0.0364,0.0169,0.9954,0.0439,5.7934
1736,603979,金诚信,0.0364,0.0089,0.4103,0.0324,3.8369
1737,603685,晨丰科技,0.0363,0.0226,0.2115,0.076,7.7996
1738,300505,川金诺,0.0363,0.0128,0.4867,0.0491,7.3603
1739,600433,冠豪高新,0.0363,0.0074,0.7769,0.0186,2.6871
1740,601007,金陵饭店,0.0361,0.0045,0.6273,0.0128,3.2462
1741,300232,洲明科技,0.0361,0.0124,0.3699,0.0284,3.2031
1742,2032,苏泊尔,0.0359,0.0303,0.3928,0.0716,7.1919
1743,600088,中视传媒,0.0357,0.0058,,0.0381,3.8128
1744,600448,华纺股份,0.0356,0.0144,6.4099,0.0211,2.3052
1745,2159,三特索道,0.0355,0.0031,,0.005,0.8113
1746,601616,广电电气,0.0353,0.0041,,0.0245,2.5643
1747,2203,海亮股份,0.0353,0.023,0.8615,0.0372,4.4609
1748,600376,首开股份,0.035,0.0027,0.3262,0.0035,0.5905
1749,2632,道明光学,0.035,0.0052,0.3965,0.0569,7.4869
1750,28,国药一致,0.035,0.034,0.8886,0.0581,5.9739
1751,2725,跃岭股份,0.0349,0.0102,0.3564,0.1009,10.8675
1752,600141,兴发集团,0.0348,0.0101,3.4409,0.0138,2.1339
1753,300110,华仁药业,0.0348,0.0073,10.778,0.0154,1.7453
1754,300500,启迪设计,0.0344,0.0076,0.1873,0.0462,4.6202
1755,554,泰山石油,0.0343,0.0433,33.0622,0.2867,30.6809
1756,816,*ST慧业,0.0342,0.0048,5.7366,0.0113,1.2418
1757,300314,戴维医疗,0.034,0.0049,0.1212,0.0692,7.2694
1758,603966,法兰泰克,0.034,0.0101,0.3831,0.0266,3.1044
1759,2668,奥马电器,0.034,0.0185,0.4085,0.0329,3.8012
1760,600292,远达环保,0.0338,0.0066,0.7959,0.0167,1.9068
1761,2225,濮耐股份,0.0337,0.0077,0.7179,0.0165,2.1581
1762,592,平潭发展,0.0336,0.0035,0.8179,0.041,4.7061
1763,300477,合纵科技,0.0335,0.0096,0.5244,0.0169,1.7766
1764,603033,三维股份,0.0335,,0.2998,,
1765,2226,江南化工,0.033,0.0046,0.3852,0.0178,2.0885
1766,300343,联创互联,0.0329,0.0059,0.3387,0.0309,3.1611
1767,601699,潞安环能,0.0327,0.0033,,0.0051,0.6676
1768,600689,上海三毛,0.0327,0.024,,0.0432,5.0671
1769,300230,永利股份,0.0326,0.0127,0.3788,0.0345,3.9189
1770,600547,山东黄金,0.0326,0.0345,1.4302,0.0635,10.1596
1771,2219,恒康医疗,0.0325,0.005,0.1769,0.0239,2.7214
1772,597,东北制药,0.0324,0.008,11.1135,0.0107,1.5448
1773,600074,*ST保千,0.0323,0.0109,0.1358,0.0195,1.9543
1774,2095,生意宝,0.0322,0.0065,0.3274,0.038,3.9225
1775,2708,光洋股份,0.0321,0.0061,0.4326,0.0184,2.3359
1776,601311,骆驼股份,0.032,0.0122,0.3982,0.0469,9.5824
1777,600513,联环药业,0.0319,0.0097,0.3371,0.0437,4.793
1778,2620,瑞和股份,0.0319,0.0093,0.6079,0.0209,2.0962
1779,300629,新劲刚,0.0318,0.0085,0.4199,0.0183,1.9586
1780,551,创元科技,0.0318,0.0105,0.529,0.022,2.4069
1781,2415,海康威视,0.0317,0.0124,0.1524,0.0311,4.363
1782,601999,出版传媒,0.0316,0.0091,0.5202,0.0263,2.7977
1783,600758,红阳能源,0.0315,0.0052,,0.0073,0.9465
1784,601969,海南矿业,0.0313,0.002,,0.0075,0.8736
1785,603538,美诺华,0.031,,0.2096,,
1786,600322,天房发展,0.0309,0.0013,,0.0017,0.4386
1787,835,长城动漫,0.0308,0.0036,,0.0047,0.5816
1788,600814,杭州解百,0.0305,0.0172,0.4351,0.0457,4.5894
1789,603226,菲林格尔,0.0303,,0.3074,,
1790,2456,欧菲科技,0.0303,0.0168,0.9085,0.0246,2.8828
1791,600359,新农开发,0.0302,0.0053,,0.0073,0.9501
1792,600080,金花股份,0.0301,0.0072,0.7269,0.0431,4.4297
1793,635,英力特,0.0297,0.0072,0.6868,0.0707,7.8892
1794,603977,国泰集团,0.0296,0.0064,0.1096,0.0193,2.311
1795,2329,皇氏集团,0.0296,0.0067,0.2676,0.0166,2.2302
1796,600861,北京城乡,0.0295,0.0085,0.8703,0.0184,4.9122
1797,2021,中捷资源,0.0295,0.0064,,0.0173,1.7487
1798,300318,博晖创新,0.0292,0.0027,0.2541,0.0092,0.9789
1799,971,高升控股,0.0292,0.0046,0.1735,0.0696,7.4083
1800,300224,正海磁材,0.0291,0.0071,0.2838,0.0269,2.8846
1801,300464,星徽精密,0.029,0.008,0.3472,0.0226,2.2935
1802,300104,乐视网,0.0287,0.0116,3.6014,0.0146,3.3544
1803,600218,全柴动力,0.0286,0.0137,0.7533,0.0315,3.3781
1804,2621,三垒股份,0.0286,0.001,0.0929,0.0481,4.8147
1805,600216,浙江医药,0.0286,0.009,0.3906,0.0451,5.058
1806,2153,石基信息,0.0285,0.0053,0.1657,0.0385,4.8027
1807,600458,时代新材,0.0283,0.0127,0.9181,0.0202,3.1111
1808,600057,厦门象屿,0.0282,0.0459,5.2185,0.063,6.7885
1809,300484,蓝海华腾,0.028,0.0104,0.1064,0.042,4.2044
1810,300243,瑞丰高材,0.028,0.0098,0.7436,0.0166,1.6863
1811,600486,扬农化工,0.0279,0.0094,0.2042,0.0318,3.2089
1812,600522,中天科技,0.0277,0.0138,0.3468,0.034,3.7661
1813,600219,南山铝业,0.0277,0.0049,0.6031,0.0187,2.6294
1814,300501,海顺新材,0.0277,0.0065,0.1184,0.0603,6.8298
1815,600649,城投控股,0.0275,0.0031,0.0885,0.0063,1.4374
1816,680,山推股份,0.0274,0.007,13.8771,0.0111,1.3977
1817,998,隆平高科,0.0274,0.0032,0.1669,0.0117,1.5996
1818,988,华工科技,0.0271,0.0082,0.3527,0.0191,2.1792
1819,300596,利安隆,0.0268,0.0132,0.2085,0.0332,3.546
1820,2614,奥佳华,0.0266,0.0081,0.6211,0.0192,2.1599
1821,300084,海默科技,0.0261,0.0024,1.1693,0.007,1.514
1822,603002,宏昌电子,0.026,0.0083,0.6734,0.0317,3.1711
1823,600723,首商股份,0.0259,0.0212,0.621,0.0498,5.094
1824,600488,天药股份,0.0259,0.0054,0.4041,0.0306,5.1073
1825,603012,创力集团,0.0257,0.0036,0.1671,0.0151,1.6882
1826,600070,浙江富润,0.0257,0.0056,0.4871,0.0122,1.5559
1827,600267,海正药业,0.0255,0.0059,1.3075,0.0096,1.6935
1828,600459,贵研铂业,0.0253,0.0346,2.6558,0.0797,9.7282
1829,300220,金运激光,0.0251,0.0046,0.4123,0.0177,1.865
1830,2057,中钢天源,0.0251,0.0062,0.9549,0.0322,5.7483
1831,600808,马钢股份,0.0251,0.0089,1.2235,0.0138,1.963
1832,300244,迪安诊断,0.025,0.01,0.2489,0.0231,2.9824
1833,300158,振东制药,0.0249,0.0064,0.9538,0.0116,1.3623
1834,600820,隧道股份,0.0249,0.0045,0.3978,0.0063,0.9848
1835,544,中原环保,0.0249,0.002,0.0868,0.008,1.4619
1836,603656,泰禾光电,0.0248,,0.1443,,
1837,2362,汉王科技,0.0247,0.0052,0.5213,0.0416,4.3151
1838,300540,深冷股份,0.0244,0.0057,0.1333,0.0108,1.0828
1839,600278,东方创业,0.0244,0.0249,1.8673,0.0479,5.1469
1840,300390,天华超净,0.0242,0.0066,0.4942,0.0514,5.4564
1841,721,西安饮食,0.0242,0.0054,0.2914,0.0141,1.4944
1842,2598,山东章鼓,0.0241,0.0054,0.2041,0.0215,2.4087
1843,600272,开开实业,0.0241,0.0109,0.9382,0.0216,3.9895
1844,2573,清新环境,0.0241,0.0029,0.0942,0.0047,0.5552
1845,2694,顾地科技,0.0239,0.0074,4.2314,0.0137,1.5464
1846,601226,华电重工,0.0238,0.0061,3.5411,0.011,1.1669
1847,2463,沪电股份,0.0235,0.0078,1.4377,0.0189,2.7878
1848,600212,江泉实业,0.0232,0.0039,0.073,0.0599,6.2021
1849,603123,翠微股份,0.0231,0.012,1.3576,0.0269,3.5317
1850,600482,中国动力,0.023,0.0053,0.4391,0.0141,1.8361
1851,836,鑫茂科技,0.0228,0.0072,0.5274,0.0248,2.5015
1852,300521,爱司凯,0.0225,0.0035,0.1099,0.0278,3.1072
1853,2217,合力泰,0.0224,0.0107,0.3535,0.0245,2.9375
1854,603081,大丰实业,0.0223,,0.1775,,
1855,969,安泰科技,0.0223,0.0044,1.0188,0.0114,1.4014
1856,300221,银禧科技,0.0222,0.0093,0.1345,0.0229,2.5044
1857,603399,吉翔股份,0.0221,0.0055,,0.0157,1.7931
1858,300218,安利股份,0.0219,0.0079,0.4015,0.0179,2.2731
